,id,instituicao,Programa,mun,titulo,autor,Defesa,biblioteca,grauAcademico,link
77,6898634,UNIVERSIDADE VALE DO RIO VERDE,LETRAS,Três Corações,"“PÁGINA INFELIZ DA NOSSA HISTÓRIA”: UMA LEITURA DOS ÁLBUNS CONSTRUÇÃO (1971) E SINAL FECHADO (1974), DE CHICO BUARQUE",MOEMA SARRAPIO PEREIRA,2018-02-08,Biblioteca de Três Corações,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6898634
78,20126531004016009P4,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,LETRAS,RIO DE JANEIRO,O ethos do compositor da música popular brasileira no contexto da ditadura militar,Maria Aparecida Rocha Gouvêa,2012-03-01,Biblioteca do Centro de Educação e Humanidades,Doutorado,
79,19961333002010032P9,UNIVERSIDADE DE SÃO PAULO,HISTÓRIA SOCIAL,São Paulo,"Reinventando o otimismo: ditadura, propaganda e imaginário social no Brasil (1969-1977).",CARLOS FICO DA SILVA JUNIOR,1996-04-01,CAPH - CENTRO DE APOIO À PESQUISA EM HISTÓRIA,Doutorado,
80,2012828001010022P6,UNIVERSIDADE FEDERAL DA BAHIA,HISTÓRIA,SALVADOR,"OU A GENTE CONFIA NO POVO, OU NÃO HÁ SOLUÇÃO. TEATRO LIVRE DA BAHIA E A CULTURA POPULAR NA DÉCADA DE 1970.",Denise Pereira Silva,2012-08-01,Biblioteca da FFCH-UFBA,Mestrado,
81,200431942005019005P6,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,HISTÓRIA,Porto Alegre,Golpe de Estado Ou Revolução Cívica: O Discurso Construído pelo Jornal a Razão no Contexto da Ruptura Institucional de 1964,Silvania Rubert,2004-07-01,Biblioteca Central da PUCRS - Irmão José Otão,Mestrado,
82,20123733003017019P9,UNIVERSIDADE ESTADUAL DE CAMPINAS,HISTÓRIA,CAMPINAS,"O 16 de setembro sob a ótica da DIPBA - Dirección de Inteligencia de la Policía de la Provincia de Buenos Aires 
(1990-1996)",Marcos Oliveira Amorim Tolentino,2012-01-01,Biblioteca Octávio Ianni/IFCH e Biblioteca Central/UNCIAMP,Mestrado,
83,20095228001010022P6,UNIVERSIDADE FEDERAL DA BAHIA,HISTÓRIA,SALVADOR,Os sete matizes do rosa ou o mundo contaminado pela radiação comunista: homens vermelhos e inocentes úteis,Sandra Regina Barbosa da Silva,2009-07-01,Bib. Isaías Alves,Doutorado,
84,20091631001017023P8,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,HISTÓRIA SOCIAL,RIO DE JANEIRO,PRODUZINDO NO ESCURO: POLÍTICAS PARA A INDÚSTRIA CINEMATOGRÁFICA BRASILEIRA E O PAPEL DA CENSURA (1964-1988),WILLIAM DE SOUZA NUNES MARTINS,2009-05-01,IFCS,Doutorado,
85,20093130001013017P5,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,HISTÓRIA,VITÓRIA,"CARLOS LAMARCA:
O MILITAR GUERRILHEIRO
(1969/1971)",Jefferson Gomes Nogueira,2009-11-01,Biblioteca Central da Universidade Federal do Espírito Santo,Mestrado,
86,2009831021018002P4,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,MEMÓRIA SOCIAL,RIO DE JANEIRO,"""A CASA DA CLANDESTINIDADE: MEMÓRIAS DA DITADURA MILITAR BRASILEIRA""",Carolina Dellamore Batista Scarpelli,2009-07-01,Biblioteca Central da UNIRIO,Mestrado,
87,200311252001016008P8,UNIVERSIDADE FEDERAL DE GOIÁS,DIREITO,GOIÂNIA,TORTURA: INTRIGA DE UM SISTEMA FALIDO,JULIANA PEREIRA DINIZ PRUDENTE,2003-11-01,BIBLIOTECA PROF. PAULO TORMINN BORGES,Mestrado,
88,20121033004048018P5,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/ASSIS,HISTÓRIA,Assis,CONFLITOS TEOLÓGICOS E POLÍTICOS DA IGREJA CATÓLICA NO BRASIL PRESENTES NOS ARTIGOS DAS REVISTAS HORA PRESENTE E PERMANÊNCIA. 2012.,GLAUCO COSTA DE SOUZA,2012-08-01,FCL-UNESP/ASSIS,Mestrado,
89,20121122003010020P6,UNIVERSIDADE ESTADUAL DO CEARÁ,HISTÓRIA E CULTURAS,FORTALEZA,"DO MOVIMENTO FEMININO PELA ANISTIA (MFPA-CE) AO COMITÊ BRASILEIRO PELA
ANISTIA (CBA-CE): as motivações e os caminhos percorridos pela anistia política no Ceará (1975 a 1980).",André Pinheiro de Souza,2012-10-01,MAHIS,Mestrado,
90,20111122001018033P8,UNIVERSIDADE FEDERAL DO CEARÁ,HISTÓRIA,FORTALEZA,A SÉTIMA CIDADE: TRAJETÓRIAS E EXPERIÊNCIAS DOS PRIMEIROS MORADORES DO CONJUNTO HABITACIONAL PREFEITO JOSÉ WALTER,Marise Magalhães Olímpio,2011-09-01,Centro de Humanidades - UFC,Mestrado,
91,4873836,UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA ),HISTÓRIA,João Pessoa,O FAROL DE JOANA PRETA: HETEROTOPIA EM OLIVEDOS-PB (1940-1970).,ROZEANE PORTO DINIZ,2016-02-19,UFPB,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4873836
92,4874237,UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA ),HISTÓRIA,João Pessoa,"ENGENHO DE MEMÓRIAS: MULHERES CAMPONESAS, ESCRITAS DE SI E A FORÇA DA AMIZADE (1975-1984).",JADSON PEREIRA VIEIRA,2016-05-12,UFPB,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4874237
93,108355,UNIVERSIDADE DE BRASÍLIA,HISTÓRIA,Brasília,Taiguara: a volta do pássaro ameríndio (1980  1996),MARIA ABILIA DE ANDRADE PACHECO,2013-04-30,BCE - UnB,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=108355
94,95045,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,HISTÓRIA,Vitória,DA CAMPANHA DA LEGALIDADE AO GOLPE DE ESTADO DE 1964: O ESTADO DO ESPÍRITO SANTO DURANTE O GOVERNO DE JOÃO GOULART (1961-1964),FRANCISCO JOSE DOS SANTOS,2013-08-09,Biblioteca Central da UFES,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=95045
95,20034232006012012P0,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,HISTÓRIA,UBERLÂNDIA,"A Ditadura Militar (1964-1985) à luz da Inconfidência Mineira nos Palcos Brasileiros: Em Cena ""Arena Conta Tiradentes""(1967) e ""As Confrarias "" (1969)",Sirley Cristina Oliveira,2003-02-01,UFU - Santa Mônica,Mestrado,
96,4873638,UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA ),HISTÓRIA,João Pessoa,"NO DIREITO, O GÊNERO: MULHERES E EXPERIÊNCIAS NA PARAÍBA (1956-1972).",SABRINA RAFAEL BEZERRA,2016-05-17,UFPB,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4873638
97,125864,UNIVERSIDADE DO VALE DO SAPUCAI,Ciências da linguagem,Pouso Alegre,O MOVIMENTO DO DISCURSO HOMOSSEXUAL NOS ANOS DA DITADURA (1964 - 1983),MARCIAL ANTONIO DE OLIVEIRA,2013-02-28,BIBLIOTECA DA UNIVERSIDADE DO VALE DO SAPUCAÍ - UNIDADE FÁTIMA,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=125864
98,200162933002010001P6,UNIVERSIDADE DE SÃO PAULO,EDUCAÇÃO,São Paulo,"Representações da história da ditadura militar, no campo editorial didático (1975-1998).
",Jason Ferreira Mafra,2001-12-01,FEUSP,Mestrado,
99,20114433005010010P8,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,HISTÓRIA,SÃO PAULO,O Estado contra o povo: a atuação dos Esquadrões da Morte em São Paulo (1968 a 1972),Vanessa de Mattos,2011-10-01,puc sp,Mestrado,
100,20081751002019002P3,UNIVERSIDADE CATÓLICA DOM BOSCO,EDUCAÇÃO,Campo Grande,A construção da identidade cultural do professore durante o regime militar no Brasil  1964 a 1985,ALTEMIR LUIZ DALPIAZ,2008-03-01,Pe. Feliz Zavattaro - UCDB,Mestrado,
101,20101552002012013P8,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS,HISTÓRIA,Goiânia,As Vozes que não se Calaram: História e Memória do Movimento Feminista em Goiânia,RUBIA CARLA MARTINS RODRIGUES,2010-12-01,Bibliteca da PUC-Goiás,Mestrado,
102,20082331001017066P9,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,SERVIÇO SOCIAL,RIO DE JANEIRO,A repressão sobre os estudantes da UFRJ no período ditatorial,ADRIANA DA SILVA FREITAS,2008-07-01,CFCH,Mestrado,
103,704578,UNIVERSIDADE DO ESTADO DE MATO GROSSO,Estudos Literários,Cáceres,"NOS BASTIDORES DA DITADURA: A CONSTRUÇÃO ESTÉTICA DO MEDO NA PEÇA TEATRAL FÁBRICA DE CHOCOLATE, DE MÁRIO PRATA",ADEMIR BATISTA DA SILVA,2014-02-25,"Biblioteca Universitária ""Prof. José Américo Andrade"" - Campus UNEMAT - Tangará da Serra/MT",Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=704578
104,200310128001010022P6,UNIVERSIDADE FEDERAL DA BAHIA,HISTÓRIA,SALVADOR,"Ousar Lutar, Ousar Vencer: histórias da luta armada em Salvador (1969-1971)",Sandra Regina Barbosa da Silva,2003-10-01,Biblioteca Isaías Alves e Biblioteca Central da UFBA,Mestrado,
105,20087133002010032P9,UNIVERSIDADE DE SÃO PAULO,HISTÓRIA SOCIAL,São Paulo,No centro da engrenagem : Os interrogatórios na Operação Bandeirante e no DOI de São Paulo (1969-1975).,Mariana Rangel Joffily,2008-02-01,SBD; CAPH,Doutorado,
106,20003933001014009P0,UNIVERSIDADE FEDERAL DE SÃO CARLOS,CIÊNCIAS SOCIAIS,SÃO CARLOS,A crise da Ditadura: A  Reação Militar à Abertura e o Terrorismo de Direita,CARLOS EDUARDO GUIMARÃES,2000-12-01,Biblioteca Comunitária,Mestrado,
107,2012540002012017P0,UNIVERSIDADE ESTADUAL DE LONDRINA,CIÊNCIAS SOCIAIS,LONDRINA,Política e imprensa: análise dos editoriais do Jornal O Estado de S. Paulo nos primeiros anos após o golpe militar de 1964,CAMILA TORRES DE SOUZA,2012-04-01,Biblioteca Central da UEL,Mestrado,
108,20121140004015025P5,UNIVERSIDADE ESTADUAL DE MARINGÁ,HISTÓRIA,MARINGÁ,De inimigo público a herói nacional: representações da morte de Carlos Marighella,Wagner dos Santos Soares,2012-06-01,uem,Mestrado,
109,2012341001010004P5,UNIVERSIDADE FEDERAL DE SANTA CATARINA,HISTÓRIA,FLORIANÓPOLIS,"Inquietude e tragédia: o cinema experimental em Florianópolis, 1968-1976.",Sissi Valente Pereira,2012-07-01,Biblioteca Universitária daUFSC,Mestrado,
110,20078025001019054P3,UNIVERSIDADE FEDERAL DE PERNAMBUCO,COMUNICAÇÃO,RECIFE,A CONSTRUÇÃO DO FATO PELO DISCURSO MIDIÁTICO: O CASO DO ATENTADO À BOMBA NO AEROPORTO,Francisco Sá Barreto dos Santos,2007-02-01,Biblioteca Cetral UFPE,Mestrado,
111,20073231003010005P6,UNIVERSIDADE FEDERAL FLUMINENSE,HISTÓRIA,NITERÓI,"""Quem não tem swing morre com a boca cheia de formiga"". Wilson Simonal e os limites de uma memória tropical",Gustavo Alves Alonso Ferreira,2007-03-01,Biblioteca Central do Gragoatá - UFF,Mestrado,
112,20091140002012012P8,UNIVERSIDADE ESTADUAL DE LONDRINA,LETRAS,LONDRINA,O ATO E O FATO: A CRÔNICA POLÍTICA DE CARLOS HEITOR CONY,André de Freitas Simões,2009-09-01,Biblioteca Central da UEL,Mestrado,
113,200580533002010032P9,UNIVERSIDADE DE SÃO PAULO,HISTÓRIA SOCIAL,São Paulo,Os herdeiros da memória : a luta dos familiares de mortos e desaparecidos políticos por verdade e justiça no Brasil,Janaina de Almeida Teles,2005-09-01,SBD / CAPH,Mestrado,
114,20062242001013043P0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,HISTÓRIA,PORTO ALEGRE,Os cartões de visita do Estado: a emissão de selos postais e a ditadura militar brasileira,HÉLDER CYRELLI DE SOUZA,2006-11-01,BSCSH,Mestrado,
115,2698422,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,TEOLOGIA,São Paulo,"Entre Fé e Liberdade: Catolicismo, Operariado e Ditadura no ABC Paulista (1964-1985)",FELIPE COSME DAMIAO SOBRINHO,2015-09-24,PUC/SP - Campus Monte Alegre e Campus Ipiranga,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2698422
116,2010531001017023P8,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,HISTÓRIA SOCIAL,RIO DE JANEIRO,A POLÍTICA REPRESSIVA APLICADA A MILITARES APÓS O GOLPE DE 1964,CLÁUDIO BESERRA DE VASCONCELOS,2010-06-01,IFCS,Doutorado,
117,20046532006012012P0,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,HISTÓRIA,UBERLÂNDIA,Carlos Lamarca ? significação mítica e história,Zenir Rodrigues dos Anjos Filho,2004-02-01,UFU - Biblioteca Campus Santa Mônica,Mestrado,
118,379804,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,DIREITO,Natal,Anistia a ditadura militar(?). Analise critica a luz da CF/88 e do Direito Internacional dos Direitos Humanos.,LEONARDO NASCIMENTO COSTA DE MEDEIROS,2014-02-20,BCZM,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=379804
119,200334125001019029P9,UNIVERSIDADE FEDERAL DE PERNAMBUCO,DIREITO,RECIFE,"Direito de Torturar? Análise da lei 9.455/97, Lei Anti-Tortura: Aplicabilidade no Estado do Piauí",Adriana Castelo Branco de Siqueira,2003-03-01,Biblioteca Central da UFPE,Mestrado,
120,200330025001019029P9,UNIVERSIDADE FEDERAL DE PERNAMBUCO,DIREITO,RECIFE,Tortura na atividade policial investigativa.,Helvecio Giudice de Argôllo,2003-02-01,Biblioteca Central da UFPE,Mestrado,
121,20053731001017119P5,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,HISTÓRIA COMPARADA,RIO DE JANEIRO,Exílio em Moçambique: as experiências vividas em terra estrangeira durante a Ditadura Militar no Brasil.,ANDREIA PRESTES MASSENA,2005-12-01,Biblioteca do IFCS,Mestrado,
122,200515632001010011P2,UNIVERSIDADE FEDERAL DE MINAS GERAIS,CIÊNCIA  POLÍTICA,BELO HORIZONTE,"VERDADE, JUSTIÇA E MEMÓRIA: os direitos humanos na Argentina",Daniela Mateus de Vasconcelos,2005-11-01,Biblioteca Faculdade de Filosofia e Ciência Humanas,Mestrado,
123,20064333002010032P9,UNIVERSIDADE DE SÃO PAULO,HISTÓRIA SOCIAL,São Paulo,Entre a academia e o partido: a obra de Florestan Fernandes (1969/1983),Lidiane Soares Rodrigues,2006-12-01,SBH / CAPH,Mestrado,
124,200119333003017019P9,UNIVERSIDADE ESTADUAL DE CAMPINAS,HISTÓRIA,CAMPINAS,"Cães de guarda: jornalistas e censores, do AI5 à Constituição de 1988 ",BEATRIZ KUSHNIR,2001-10-01,Instituto de Filosofia e Ciências Humanas - Unicamp,Doutorado,
125,20072025001019015P8,UNIVERSIDADE FEDERAL DE PERNAMBUCO,HISTÓRIA,RECIFE,"INFORMAÇÃO, REPRESSÃO E MEMÓRIA: A CONSTRUÇÃO DO ESTADO DE EXCEÇÃO NA PERSPECTIVA DO DOPS-PE",Marcília Gama da Silva,2007-02-01,CENTRAL DA UFPE,Doutorado,
126,200547531003010005P6,UNIVERSIDADE FEDERAL FLUMINENSE,HISTÓRIA,NITERÓI,Um combate ao silêncio: a Ação Libertadora Nacional (ALN) e a repressão política,Edson Teixeira da Silva Junior,2005-07-01,Biblioteca Central do Gragoatá -UFF,Doutorado,
127,200224133005010010P8,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,HISTÓRIA,SÃO PAULO,"""No Governo da Estressafra"": A Práxis de Roberto de Oliveira Campos Durante o Governo de Castelo Branco (1964-1967).",Wanderson Fábio de Melo,2002-05-01,PUC-SP,Mestrado,
128,200224831003010005P6,UNIVERSIDADE FEDERAL FLUMINENSE,HISTÓRIA,NITERÓI,""" Anistia Ampla, Geral e Irrestrita"" : a Campanha pela Anistia Política no Brasil (1977 - 1979)",ALESSANDRA CIAMBARELLA,2002-04-01,Biblioteca Central do Gragoatá (UFF),Mestrado,
129,2006421001014009P7,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,HISTÓRIA,Teresina,História e Represão: fragmentos de uma memória oculta em meio às tensões entre a Igreja Católica e o regime militar em Teresina.,Maria do Amparo Alves de Carvalho,2006-03-01,Biblioteca Comunitária Carlos Castelo Branco,Mestrado,
130,200611132006012012P0,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,HISTÓRIA,UBERLÂNDIA,História e ficção: na minissérie Anos Rebeldes,Ana Claudia Peixoto de Melo,2006-12-01,Santa Mônica - UFU,Mestrado,
131,20111240001016009P0,UNIVERSIDADE FEDERAL DO PARANÁ,HISTÓRIA,CURITIBA,CARTILHA DA REPRESSÃO: Os ensinamentos de um delegado sobre a Subversão e a Segurança Nacional (1974 - 1977),Dayane Rúbila Lobo Hessmann,2011-06-01,SIB-UFPR,Mestrado,
132,20111341007018001P0,Universidade do Oeste de Santa Catarina,EDUCAÇÃO,Joaçaba,A INTERFERÊNCIA DO REGIME MILITAR E RELIGIOSA NO PROCESSO PEDAGÓGICO DO GRUPO ESCOLAR ELPIDIO BARBOSA,JOAO ADEMIR CANCILIER,2011-10-01,TCC 370.9 C215i 2011  Biblioteca Joaçaba,Mestrado,
133,20103542007011003P6,UNIVERSIDADE DO VALE DO RIO DOS SINOS,EDUCAÇÃO,São Leopoldo,"COMISSÃO ESPECIAL DE INVESTIGAÇÃO SUMÁRIA E ACADÊMICOS DA UFRGS (1964): UM ESTUDO A PARTIR DO DOCUMENTO OFICIAIS, JORNAIS E MEMÓRIAS DE SUJEITOS ENVOLVIDOS",Marcos Fontana Cerutti,2010-08-01,Universidade do Vale do Rio dos SInos - UNISINOS,Mestrado,
134,19992933001014009P0,UNIVERSIDADE FEDERAL DE SÃO CARLOS,CIÊNCIAS SOCIAIS,SÃO CARLOS,Ditadura Militar e propaganda política: A revista Manchete durante o período Médici.,RICARDO CONSTANTE MARTINS,1999-09-01,Biblioteca Comunitária da UFSCar,Mestrado,
135,6919178,Universidade Federal do Amazonas,HISTÓRIA,Manaus,DITADURA MILITAR E AMAZÔNIA,CAMILA BARBOSA MONCAO MIRANDA,2018-08-23,Biblioteca Setorial do Setor Norte - UFAM ,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6919178
136,20123231001017023P8,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,HISTÓRIA SOCIAL,RIO DE JANEIRO,"Diferentes faces de um subversivo: a relação entre história, política e cultura em Dias Gomes.",ALINE MONTEIRO DE CARVALHO SILVA,2012-05-01,IFCS,Mestrado,
137,2012532018010003P6,Universidade Federal de São João del-Rei,HISTÓRIA,SÃO JOÃO DEL REI,"CONHECENDO O INIMIGO: CRIMINALIDADE E SUBVERSÃO, O DOPS MINEIRO NA DITADURA MILITAR (1964-1973)",JULIA LETTICIA CAMARGOS BARBOSA,2012-11-01,Biblioteca do Campus Dom Bosco da UFSJ,Mestrado,
138,20111733004072013P0,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/FRANCA,HISTÓRIA,Franca,A experiência da clandestinidade política em relatos orais de ex-militares de esquerda durante a ditadura militar  1964 a 1979,Mozart Lacerda Filho,2011-08-01,UNESP/FCHS/Franca,Doutorado,
139,20075931003010005P6,UNIVERSIDADE FEDERAL FLUMINENSE,HISTÓRIA,NITERÓI,A Palavra Perplexa: experiência histórica e poesia no Brasil nos anos 70,Beatriz de Moraes Vieira,2007-09-01,Biblioteca Central do Gragoatá - UFF,Doutorado,
140,20071432005016010P1,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,HISTÓRIA,JUIZ DE FORA,Trajetórias interrompidas: um estudo de caso sobre exilados politicos de Minas Gerais (1964-2004),Marcelina Silveira de Queiroz,2007-01-01,UFJF,Mestrado,
141,20071942009014003P9,Fundação Universidade de Passo Fundo,HISTÓRIA,Passo Fundo,Fronteira e Segurança Nacional no Extremo Oeste Paranaense: um estudo do município de Marechal Cândido Randon,Luciana Grespan Zago,2007-03-01,Biblioteca Central,Mestrado,
142,1993633003017039P0,UNIVERSIDADE ESTADUAL DE CAMPINAS,CIENCIAS SOCIAIS,CAMPINAS,O PALACIO E A CASERNA - A DINAMICA MILITAR DAS CRISES POLITICAS NA DITADURA (1964-1969).,JOAO ROBERTO MARTINS FILHO,1993-09-01,undefined,Doutorado,
143,7201223,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,HISTÓRIA SOCIAL,Rio de Janeiro,O soldado e o intelectual: um estudo sobre a trajetória política de Petrônio Portella,DANIEL DE ALBUQUERQUE BAHIENSE,2018-12-07,undefined,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=7201223
144,20122732001010058P9,UNIVERSIDADE FEDERAL DE MINAS GERAIS,MÚSICA,BELO HORIZONTE,A viola embaixatriz de Renato Andrade: contextualização das turnês patrocinadas pela Ditadura Militar e ponderações sobre a face caipira do violeiro.,Bruno Aragão Cardoso,2012-07-01,Biblioteca da Escola de Música,Mestrado,
145,6249943,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( FRANCA ),DIREITO,Franca,JUSTIÇA DE TRANSIÇÃO E PODER JUDICIÁRIO:  o relatório da Comissão Nacional da Verdade e a atuação do Supremo Tribunal Federal entre 1964 e 1969,MARINA RIBEIRO DA SILVA,2017-09-28,Repositório Institucional Unesp,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6249943
146,20111128002016009P2,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,HISTÓRIA,Feira de Santana,"O Comunismo é o ópio do povo: representações dos batistas sobre o comunismo, o ecuminismo e o governo militar na Bahia (1963-1975)",Luciane Silva Almeida,2011-04-01,Central Julieta Carteado,Mestrado,
147,2011933065012001P6,UNIVERSIDADE DE SOROCABA,EDUCAÇÃO,Sorocaba,AÇÃO DOCENTE EM TEMPOS DE ABERTURA: CONSIDERAÇÕES SOBRE A HISTÓRIA DA EDUCAÇÃO PÚBLICA PAULISTA DE 1985 A 2000.,ANTONIO DE PADUA ALMEIDA,2011-08-01,ALUÍSIO DE ALMEIDA,Mestrado,
148,200043333002010032P9,UNIVERSIDADE DE SÃO PAULO,HISTÓRIA SOCIAL,São Paulo,Polifonia Urbana: Imagens e Representações - Bauru - 1950/1980.,CÉLIO JOSÉ LOSNAK,2000-08-01,FFLCH/USP (CAPH),Doutorado,
149,20091133005010010P8,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,HISTÓRIA,SÃO PAULO,A ditadura militar retratada nos livros didáticos de história do Brasil de 1964 a 1985,CRISTINA ADELINA DE ASSUNCAO,2009-05-01,PUC SP,Mestrado,
150,20091533003017019P9,UNIVERSIDADE ESTADUAL DE CAMPINAS,HISTÓRIA,CAMPINAS,A Cristandade de Colores. A Igreja Católica e o Movimento de Cursilhos de Cristandade durante a Ditadura Militar no Brasil (1964-1980),Sara Cristina de Souza Gomes,2009-02-01,Bibibloteca Octavio Ianni - IFCH - UNICAMP,Mestrado,
151,96119,UNIVERSIDADE ESTADUAL DE LONDRINA,HISTÓRIA SOCIAL,Londrina,NARRATIVAS ARMADAS: A GUERRILHA URBANA NO TESTEMUNHO DE ALEX POLARI E HERBERT DANIEL,JOAO SINHORI,2013-05-07,BIBLIOTECA DA UNIVERSIDADE ESTADUAL DE LONDRINA,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=96119
152,20073131001017023P8,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,HISTÓRIA SOCIAL,RIO DE JANEIRO,DITADURA MILITAR E REPRESSÃO LEGAL: A PENA DE MORTE REDIVIVA E O CASO THEODOMIRO ROMEIRO DOS SANTOS (1969-1971),ANGELA MOREIRA DOMINGUES DA SILVA,2007-03-01,IFCS,Mestrado,
153,20045932006012012P0,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,HISTÓRIA,UBERLÂNDIA,A encenação de ?Galileu Galilei? no ano de 1968: diálogos do Teatro Oficina de São Paulo com a sociedade brasileira,Nádia Cristina Ribeiro,2004-02-01,UFU - Biblioteca Santa Mônica,Mestrado,
154,200639731001017023P8,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,HISTÓRIA SOCIAL,RIO DE JANEIRO,AS FORÇAS ARMADAS E O PROCESSO DE ANISTIA NO BRASIL (1979- 2002),FLAVIA BURLAMAQUI MACHADO,2006-04-01,IFCS,Mestrado,
155,6578418,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,HISTÓRIA,Chapecó,MEMÓRIAS SOBRE A DITADURA MILITAR NO NORTE DO RIO GRANDE DO SUL: O DESTACAMENTO VOLANTE DA BRIGADA MILITAR (1964),GUILHERME LUIS ADAMCZYK,2018-08-13,UFFS,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6578418
156,19979433004048018P5,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO,HISTORIA,SÃO PAULO,SOB O SIGNO DA REVOLUÇÃO BRASILEIRA: A EXPERIÊNCIA DA AÇÃO POPULAR NO PARANÁ - 1962/1973.,REGINALDO BENEDITO DIAS,1997-04-01,UNESP/FCL/ASSIS,Mestrado,
